#queryid	MCT.f.0069	MCT.f.0070	MCT.f.0071	MCT.f.0072	MCT.f.0074	MCT.f.0075	taxonomy
cazy_0003_gene_1001	32.0	28.0	42.0	132.0	21.0	60.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0020_gene_1052	39.0	27.0	40.0	143.0	22.0	58.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0139_gene_2229	15.0	12.0	14.0	53.0	2.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0196_gene_2929	26.0	23.0	42.0	52.0	7.0	39.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0330_gene_4455	48.0	33.0	64.0	78.0	19.0	55.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0349_gene_4673	33.0	26.0	58.0	107.0	16.0	54.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0356_gene_4780	34.0	13.0	31.0	93.0	23.0	59.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0364_gene_4841	20.0	23.0	35.0	112.0	25.0	53.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0386_gene_5208	19.0	4.0	19.0	67.0	5.0	27.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0418_gene_5607	36.0	9.0	13.0	43.0	4.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0436_gene_5845	18.0	10.0	14.0	36.0	5.0	26.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0520_gene_7330	12.0	3.0	7.0	14.0	2.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0536_gene_788	29.0	11.0	22.0	85.0	13.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0572_gene_855	39.0	25.0	39.0	123.0	20.0	69.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0581_gene_873	31.0	13.0	22.0	86.0	8.0	31.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0637_gene_9755	9.0	5.0	5.0	18.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0644_gene_9929	16.0	3.0	5.0	18.0	2.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH97
cazy_0034_gene_10701	2.0	0.0	1.0	2.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH99
cazy_0368_gene_4865	12.0	5.0	2.0	22.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH99
cazy_0636_gene_9744	15.0	4.0	6.0	14.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosideHydrolases;L4_GH99
cazy_0184_gene_284	19.0	12.0	13.0	59.0	10.0	36.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT14
cazy_0419_gene_5615	12.0	8.0	13.0	29.0	6.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT19
cazy_0029_gene_1060	2.0	6.0	6.0	34.0	3.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0035_gene_10768	3.0	1.0	1.0	1.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0046_gene_11189	9.0	2.0	3.0	13.0	1.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0061_gene_11786	5.0	3.0	2.0	5.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0076_gene_1325	4.0	5.0	2.0	19.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0093_gene_1623	2.0	5.0	19.0	15.0	2.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0108_gene_1923	0.0	3.0	8.0	3.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0130_gene_2117	7.0	3.0	6.0	11.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0190_gene_289	9.0	8.0	10.0	40.0	1.0	20.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0249_gene_3563	11.0	3.0	3.0	33.0	1.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0254_gene_3618	6.0	2.0	6.0	30.0	8.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0268_gene_3816	7.0	1.0	4.0	7.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0286_gene_4060	3.0	2.0	2.0	8.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0287_gene_4061	2.0	1.0	2.0	1.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0299_gene_4195	5.0	0.0	6.0	5.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0341_gene_4608	0.0	3.0	4.0	1.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0351_gene_4732	6.0	3.0	6.0	24.0	1.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0352_gene_4745	0.0	10.0	5.0	1.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0353_gene_4746	0.0	10.0	7.0	2.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0383_gene_5157	13.0	9.0	15.0	22.0	6.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0417_gene_5604	6.0	3.0	6.0	17.0	2.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0421_gene_5638	3.0	2.0	4.0	5.0	2.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0432_gene_5822	0.0	5.0	5.0	0.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0433_gene_5823	0.0	4.0	5.0	2.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0482_gene_6735	6.0	6.0	16.0	21.0	0.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0487_gene_6814	0.0	0.0	2.0	1.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0521_gene_7335	8.0	7.0	9.0	14.0	3.0	14.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0546_gene_8042	3.0	3.0	3.0	9.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0588_gene_8995	3.0	5.0	5.0	9.0	2.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0603_gene_921	8.0	3.0	4.0	26.0	2.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0631_gene_969	5.0	3.0	5.0	9.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0643_gene_9899	7.0	0.0	5.0	8.0	1.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT2
cazy_0620_gene_9557	17.0	8.0	5.0	10.0	5.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT20
cazy_0274_gene_3889	11.0	7.0	8.0	7.0	5.0	11.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT23
cazy_0074_gene_1280	2.0	2.0	5.0	10.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT26
cazy_0540_gene_7927	5.0	0.0	2.0	5.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT26
cazy_0175_gene_2691	5.0	11.0	12.0	32.0	12.0	23.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0342_gene_4608	0.0	5.0	8.0	2.0	3.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0392_gene_5273	2.0	2.0	4.0	5.0	2.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0613_gene_9448	0.0	4.0	9.0	2.0	4.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT27
cazy_0199_gene_2999	4.0	4.0	11.0	11.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0264_gene_3756	3.0	6.0	4.0	18.0	5.0	12.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0279_gene_3993	4.0	1.0	1.0	3.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0409_gene_555	0.0	4.0	1.0	3.0	3.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT28
cazy_0068_gene_1222	7.0	6.0	11.0	30.0	6.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT30
cazy_0248_gene_3551	3.0	7.0	3.0	13.0	2.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT30
cazy_0168_gene_2577	40.0	11.0	44.0	85.0	10.0	47.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0183_gene_2839	49.0	25.0	47.0	145.0	29.0	60.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0394_gene_5291	7.0	4.0	8.0	23.0	4.0	10.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0403_gene_5482	1.0	22.0	13.0	5.0	15.0	21.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT35
cazy_0028_gene_10600	0.0	2.0	0.0	3.0	0.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0033_gene_10690	3.0	0.0	2.0	4.0	1.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0047_gene_11208	1.0	2.0	5.0	4.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0106_gene_1878	7.0	3.0	4.0	18.0	3.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0128_gene_2115	4.0	0.0	3.0	5.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0129_gene_2116	3.0	1.0	2.0	3.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0189_gene_288	3.0	4.0	8.0	25.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0193_gene_2911	3.0	0.0	7.0	12.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0271_gene_3849	1.0	4.0	6.0	9.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0282_gene_4007	3.0	1.0	2.0	6.0	1.0	0.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0283_gene_4008	4.0	0.0	4.0	8.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0296_gene_4165	8.0	3.0	6.0	11.0	0.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0297_gene_4166	7.0	2.0	13.0	11.0	2.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0570_gene_8535	5.0	3.0	8.0	9.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0579_gene_8697	6.0	1.0	2.0	9.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0624_gene_9600	4.0	6.0	3.0	17.0	10.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0627_gene_967	5.0	2.0	4.0	8.0	0.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0629_gene_968	4.0	1.0	12.0	10.0	2.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT4
cazy_0346_gene_4641	1.0	9.0	10.0	12.0	10.0	8.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT5
cazy_0053_gene_11408	0.0	3.0	0.0	3.0	0.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0146_gene_2339	5.0	2.0	0.0	10.0	0.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0178_gene_2759	1.0	8.0	1.0	3.0	0.0	3.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0302_gene_4212	11.0	5.0	5.0	21.0	2.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT51
cazy_0147_gene_2356	20.0	24.0	33.0	74.0	9.0	47.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83
cazy_0479_gene_6619	11.0	10.0	15.0	41.0	4.0	26.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT83
cazy_0141_gene_2298	6.0	3.0	0.0	18.0	5.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_GlycosylTransferases;L4_GT9
cazy_0545_gene_8034	3.0	3.0	6.0	7.0	2.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL1
cazy_0251_gene_3565	11.0	5.0	12.0	27.0	5.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL10
cazy_0518_gene_7265	17.0	6.0	6.0	15.0	4.0	13.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL11
cazy_0580_gene_8728	15.0	7.0	6.0	34.0	6.0	16.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL11
cazy_0355_gene_4751	0.0	2.0	2.0	0.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL12
cazy_0435_gene_5840	7.0	4.0	4.0	16.0	2.0	6.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL12
cazy_0453_gene_6100	3.0	1.0	1.0	9.0	1.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL12
cazy_0177_gene_2750	7.0	0.0	1.0	8.0	1.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL15
cazy_0338_gene_4572	6.0	1.0	2.0	5.0	0.0	2.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL15
cazy_0404_gene_5510	6.0	1.0	2.0	7.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL15
cazy_0458_gene_6177	4.0	0.0	1.0	3.0	0.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL15
cazy_0154_gene_2384	3.0	0.0	3.0	7.0	1.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL17
cazy_0559_gene_8309	3.0	1.0	1.0	6.0	1.0	4.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL17
cazy_0560_gene_8309	3.0	0.0	0.0	2.0	2.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL17
cazy_0361_gene_4806	0.0	2.0	1.0	5.0	1.0	1.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL22
cazy_0172_gene_2653	33.0	32.0	55.0	82.0	9.0	58.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL26
cazy_0363_gene_4830	23.0	4.0	7.0	35.0	3.0	15.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL26
cazy_0220_gene_3237	31.0	29.0	41.0	71.0	6.0	40.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL27
cazy_0401_gene_5432	15.0	1.0	6.0	12.0	0.0	9.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL6
cazy_0402_gene_5432	2.0	1.0	3.0	4.0	3.0	5.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL6
cazy_0229_gene_3349	5.0	2.0	4.0	5.0	3.0	7.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL8
cazy_0305_gene_424	15.0	10.0	19.0	44.0	4.0	25.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL8
cazy_0313_gene_427	13.0	9.0	12.0	44.0	9.0	19.0	L1_CAZyme;L2_Enzyme_Classes;L3_PolysaccharideLyases;L4_PL8
